id,location_code,holiday_date,holiday_name,holiday_desc,lang_code,is_active,cr_by,cr_dtimes
2000085,KTA,8/3/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000086,KTA,8/4/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000087,KTA,8/10/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000088,KTA,8/11/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000089,KTA,8/17/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000090,KTA,8/18/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000091,KTA,8/24/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000092,KTA,8/25/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000093,KTA,8/31/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000094,KTA,9/1/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000095,KTA,9/7/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000096,KTA,9/8/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000097,KTA,9/14/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000098,KTA,9/15/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000099,KTA,9/21/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000100,KTA,9/22/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000101,KTA,9/28/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000102,KTA,9/29/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000103,KTA,10/5/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000104,KTA,10/6/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000105,KTA,10/12/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000106,KTA,10/13/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000107,KTA,10/19/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000108,KTA,10/20/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000109,KTA,10/26/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000110,KTA,10/27/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000111,KTA,11/2/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000112,KTA,11/3/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000113,KTA,11/9/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000114,KTA,11/10/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000115,KTA,11/16/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000116,KTA,11/17/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000117,KTA,11/23/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000118,KTA,11/24/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000119,KTA,11/30/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000120,KTA,12/1/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000121,KTA,12/7/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000122,KTA,12/8/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000123,KTA,12/14/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000124,KTA,12/15/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000125,KTA,12/21/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000126,KTA,12/22/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000127,KTA,12/28/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000128,KTA,12/29/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000129,KTA,6/22/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000130,KTA,6/23/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000131,KTA,6/29/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000132,KTA,6/30/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000133,KTA,7/6/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000134,KTA,7/7/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000135,KTA,7/13/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000136,KTA,7/14/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000137,KTA,7/20/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000138,KTA,7/21/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000139,KTA,7/27/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000140,KTA,7/28/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000141,KTA,8/3/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000142,KTA,8/4/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000143,KTA,8/10/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000144,KTA,8/11/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000145,KTA,8/17/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000146,KTA,8/18/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000147,KTA,8/24/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000148,KTA,8/25/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000149,KTA,8/31/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000150,KTA,9/1/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000151,KTA,9/7/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000152,KTA,9/8/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000153,KTA,9/14/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000154,KTA,9/15/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000155,KTA,9/21/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000156,KTA,9/22/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000157,KTA,9/28/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000158,KTA,9/29/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000159,KTA,10/5/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000160,KTA,10/6/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000161,KTA,10/12/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000162,KTA,10/13/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000163,KTA,10/19/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000164,KTA,10/20/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000165,KTA,10/26/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000166,KTA,10/27/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000167,KTA,11/2/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000168,KTA,11/3/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000169,KTA,11/9/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000170,KTA,11/10/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000171,KTA,11/16/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000172,KTA,11/17/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000173,KTA,11/23/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000174,KTA,11/24/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000175,KTA,11/30/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000176,KTA,12/1/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000177,KTA,12/7/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000178,KTA,12/8/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000179,KTA,12/14/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000180,KTA,12/15/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000181,KTA,12/21/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000182,KTA,12/22/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000183,KTA,12/28/2019,السبت - عطلة نهاية الاسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000184,KTA,12/29/2019,الأحد - عطلة نهاية الأسبوع,عطلة نهاية الاسبوع,ara,TRUE,superadmin,now()
2000185,KTA,6/22/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000186,KTA,6/23/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000187,KTA,6/29/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000188,KTA,6/30/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000189,KTA,7/6/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000190,KTA,7/7/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000191,KTA,7/13/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000192,KTA,7/14/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000193,KTA,7/20/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000194,KTA,7/21/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000195,KTA,7/27/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000196,KTA,7/28/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000197,KTA,8/3/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000198,KTA,8/4/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000199,KTA,8/10/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000200,KTA,8/11/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000201,KTA,8/17/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000202,KTA,8/18/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000203,KTA,8/24/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000204,KTA,8/25/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000205,KTA,8/31/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000206,KTA,9/1/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000207,KTA,9/7/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000208,KTA,9/8/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000209,KTA,9/14/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000210,KTA,9/15/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000211,KTA,9/21/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000212,KTA,9/22/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000213,KTA,9/28/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000214,KTA,9/29/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000215,KTA,10/5/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000216,KTA,10/6/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000217,KTA,10/12/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000218,KTA,10/13/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000219,KTA,10/19/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000220,KTA,10/20/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000221,KTA,10/26/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000222,KTA,10/27/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000223,KTA,11/2/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000224,KTA,11/3/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000225,KTA,11/9/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000226,KTA,11/10/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000227,KTA,11/16/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000228,KTA,11/17/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000229,KTA,11/23/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000230,KTA,11/24/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000231,KTA,11/30/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000232,KTA,12/1/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000233,KTA,12/7/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000234,KTA,12/8/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000235,KTA,12/14/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000236,KTA,12/15/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000237,KTA,12/21/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000238,KTA,12/22/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000239,KTA,12/28/2019,Samedi - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000240,KTA,12/29/2019,Dimanche - fin de semaine,Weekend,fra,TRUE,superadmin,now()
2000241,RBT,6/22/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000242,RBT,6/23/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000243,RBT,6/29/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000244,RBT,6/30/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000245,RBT,7/6/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000246,RBT,7/7/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000247,RBT,7/13/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000248,RBT,7/14/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000249,RBT,7/20/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000250,RBT,7/21/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000251,RBT,7/27/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000252,RBT,7/28/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000253,RBT,8/3/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000254,RBT,8/4/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000255,RBT,8/10/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000256,RBT,8/11/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000257,RBT,8/17/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000258,RBT,8/18/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000259,RBT,8/24/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000260,RBT,8/25/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000261,RBT,8/31/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000262,RBT,9/1/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000263,RBT,9/7/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000264,RBT,9/8/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000265,RBT,9/14/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000266,RBT,9/15/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000267,RBT,9/21/2019,Saturday - Weekend,Weekend,eng,TRUE,superadmin,now()
2000268,RBT,9/22/2019,Sunday - Weekend,Weekend,eng,TRUE,superadmin,now()
