regcntr_id,device_id,lang_code,is_active,cr_by,cr_dtimes,eff_dtimes
10015,3000079,fra,TRUE,superadmin,now(),now()
10015,3000080,fra,TRUE,superadmin,now(),now()
10001,3000081,fra,TRUE,superadmin,now(),now()
10003,3000082,fra,TRUE,superadmin,now(),now()
10003,3000083,fra,TRUE,superadmin,now(),now()
10004,3000084,fra,TRUE,superadmin,now(),now()
10005,3000085,fra,TRUE,superadmin,now(),now()
10006,3000086,fra,TRUE,superadmin,now(),now()
10007,3000087,fra,TRUE,superadmin,now(),now()
10008,3000088,fra,TRUE,superadmin,now(),now()
10009,3000089,fra,TRUE,superadmin,now(),now()
10010,3000090,fra,TRUE,superadmin,now(),now()
10011,3000091,fra,TRUE,superadmin,now(),now()
10011,3000092,fra,TRUE,superadmin,now(),now()
10012,3000093,fra,TRUE,superadmin,now(),now()
10012,3000094,fra,TRUE,superadmin,now(),now()
10013,3000095,fra,TRUE,superadmin,now(),now()
10013,3000096,fra,TRUE,superadmin,now(),now()
10014,3000097,fra,TRUE,superadmin,now(),now()
10014,3000098,fra,TRUE,superadmin,now(),now()
10015,3000099,fra,TRUE,superadmin,now(),now()
10015,3000100,fra,TRUE,superadmin,now(),now()
10001,3000101,fra,TRUE,superadmin,now(),now()
10003,3000102,fra,TRUE,superadmin,now(),now()
10003,3000103,fra,TRUE,superadmin,now(),now()
10004,3000104,fra,TRUE,superadmin,now(),now()
10005,3000105,fra,TRUE,superadmin,now(),now()
10006,3000106,fra,TRUE,superadmin,now(),now()
10007,3000107,fra,TRUE,superadmin,now(),now()
10008,3000108,fra,TRUE,superadmin,now(),now()
10009,3000109,fra,TRUE,superadmin,now(),now()
10010,3000110,fra,TRUE,superadmin,now(),now()
10011,3000111,fra,TRUE,superadmin,now(),now()
10011,3000112,fra,TRUE,superadmin,now(),now()
10012,3000113,fra,TRUE,superadmin,now(),now()
10012,3000114,fra,TRUE,superadmin,now(),now()
10013,3000115,fra,TRUE,superadmin,now(),now()
10013,3000116,fra,TRUE,superadmin,now(),now()
10014,3000117,fra,TRUE,superadmin,now(),now()
10014,3000118,fra,TRUE,superadmin,now(),now()
10015,3000119,fra,TRUE,superadmin,now(),now()
10015,3000120,fra,TRUE,superadmin,now(),now()
10002,3000121,fra,TRUE,superadmin,now(),now()
10003,3000122,fra,TRUE,superadmin,now(),now()
10004,3000123,fra,TRUE,superadmin,now(),now()
10003,3000124,fra,TRUE,superadmin,now(),now()
10006,3000125,fra,TRUE,superadmin,now(),now()
10007,3000126,fra,TRUE,superadmin,now(),now()
10008,3000127,fra,TRUE,superadmin,now(),now()
10009,3000128,fra,TRUE,superadmin,now(),now()
10010,3000129,fra,TRUE,superadmin,now(),now()
10002,3000130,fra,TRUE,superadmin,now(),now()
10003,3000131,fra,TRUE,superadmin,now(),now()
10004,3000132,fra,TRUE,superadmin,now(),now()
10003,3000133,fra,TRUE,superadmin,now(),now()
10006,3000134,fra,TRUE,superadmin,now(),now()
10007,3000135,fra,TRUE,superadmin,now(),now()
10008,3000136,fra,TRUE,superadmin,now(),now()
10009,3000137,fra,TRUE,superadmin,now(),now()
10010,3000138,fra,TRUE,superadmin,now(),now()
10002,3000139,fra,TRUE,superadmin,now(),now()
10003,3000140,fra,TRUE,superadmin,now(),now()
10004,3000141,fra,TRUE,superadmin,now(),now()
10003,3000142,fra,TRUE,superadmin,now(),now()
10006,3000143,fra,TRUE,superadmin,now(),now()
10007,3000144,fra,TRUE,superadmin,now(),now()
10008,3000145,fra,TRUE,superadmin,now(),now()
10009,3000146,fra,TRUE,superadmin,now(),now()
10010,3000147,fra,TRUE,superadmin,now(),now()
10002,3000148,fra,TRUE,superadmin,now(),now()
10003,3000149,fra,TRUE,superadmin,now(),now()
10004,3000150,fra,TRUE,superadmin,now(),now()
10003,3000151,fra,TRUE,superadmin,now(),now()
10006,3000152,fra,TRUE,superadmin,now(),now()
10007,3000153,fra,TRUE,superadmin,now(),now()
10008,3000154,fra,TRUE,superadmin,now(),now()
10009,3000155,fra,TRUE,superadmin,now(),now()
10010,3000156,fra,TRUE,superadmin,now(),now()
10002,3000157,fra,TRUE,superadmin,now(),now()
10003,3000158,fra,TRUE,superadmin,now(),now()
10004,3000159,fra,TRUE,superadmin,now(),now()
10003,3000160,fra,TRUE,superadmin,now(),now()
10006,3000161,fra,TRUE,superadmin,now(),now()
10007,3000162,fra,TRUE,superadmin,now(),now()
10008,3000163,fra,TRUE,superadmin,now(),now()
10009,3000164,fra,TRUE,superadmin,now(),now()
10010,3000165,fra,TRUE,superadmin,now(),now()
10001,3000166,fra,TRUE,superadmin,now(),now()
10001,3000167,fra,TRUE,superadmin,now(),now()
10001,3000168,fra,TRUE,superadmin,now(),now()
10001,3000169,fra,TRUE,superadmin,now(),now()
10001,3000170,fra,TRUE,superadmin,now(),now()
10001,3000171,fra,TRUE,superadmin,now(),now()
10001,3000172,fra,TRUE,superadmin,now(),now()
10001,3000173,fra,TRUE,superadmin,now(),now()
10001,3000174,fra,TRUE,superadmin,now(),now()
10001,3000175,fra,TRUE,superadmin,now(),now()
10002,3000176,fra,TRUE,superadmin,now(),now()
10002,3000177,fra,TRUE,superadmin,now(),now()
10002,3000178,fra,TRUE,superadmin,now(),now()
10002,3000179,fra,TRUE,superadmin,now(),now()
10002,3000180,fra,TRUE,superadmin,now(),now()
10006,3000181,fra,TRUE,superadmin,now(),now()
10006,3000182,fra,TRUE,superadmin,now(),now()
10006,3000183,fra,TRUE,superadmin,now(),now()
10006,3000184,fra,TRUE,superadmin,now(),now()
10006,3000185,fra,TRUE,superadmin,now(),now()
10006,3000186,fra,TRUE,superadmin,now(),now()
10006,3000187,fra,TRUE,superadmin,now(),now()
10006,3000188,fra,TRUE,superadmin,now(),now()
10006,3000189,fra,TRUE,superadmin,now(),now()
10006,3000190,fra,TRUE,superadmin,now(),now()
10006,3000191,fra,TRUE,superadmin,now(),now()
10006,3000192,fra,TRUE,superadmin,now(),now()
10006,3000193,fra,TRUE,superadmin,now(),now()
10006,3000194,fra,TRUE,superadmin,now(),now()
10006,3000195,fra,TRUE,superadmin,now(),now()
10006,3000196,fra,TRUE,superadmin,now(),now()
10006,3000197,fra,TRUE,superadmin,now(),now()
10006,3000198,fra,TRUE,superadmin,now(),now()
10006,3000199,fra,TRUE,superadmin,now(),now()
10006,3000200,fra,TRUE,superadmin,now(),now()
10006,3000201,fra,TRUE,superadmin,now(),now()
10006,3000202,fra,TRUE,superadmin,now(),now()
10006,3000203,fra,TRUE,superadmin,now(),now()
10006,3000204,fra,TRUE,superadmin,now(),now()
10006,3000205,fra,TRUE,superadmin,now(),now()
10006,3000206,fra,TRUE,superadmin,now(),now()
10006,3000207,fra,TRUE,superadmin,now(),now()
10006,3000208,fra,TRUE,superadmin,now(),now()
10006,3000209,fra,TRUE,superadmin,now(),now()
10006,3000210,fra,TRUE,superadmin,now(),now()
10006,3000211,fra,TRUE,superadmin,now(),now()
10006,3000212,fra,TRUE,superadmin,now(),now()
10006,3000213,fra,TRUE,superadmin,now(),now()
10006,3000214,fra,TRUE,superadmin,now(),now()
10006,3000215,fra,TRUE,superadmin,now(),now()
10006,3000216,fra,TRUE,superadmin,now(),now()
10006,3000217,fra,TRUE,superadmin,now(),now()
10006,3000218,fra,TRUE,superadmin,now(),now()
10006,3000219,fra,TRUE,superadmin,now(),now()
10006,3000220,fra,TRUE,superadmin,now(),now()
10006,3000221,fra,TRUE,superadmin,now(),now()
10006,3000222,fra,TRUE,superadmin,now(),now()
10006,3000223,fra,TRUE,superadmin,now(),now()
10006,3000224,fra,TRUE,superadmin,now(),now()
10006,3000225,fra,TRUE,superadmin,now(),now()
10006,3000226,fra,TRUE,superadmin,now(),now()
10006,3000227,fra,TRUE,superadmin,now(),now()
10006,3000228,fra,TRUE,superadmin,now(),now()
10006,3000229,fra,TRUE,superadmin,now(),now()
10006,3000230,fra,TRUE,superadmin,now(),now()
10006,3000231,fra,TRUE,superadmin,now(),now()
10006,3000232,fra,TRUE,superadmin,now(),now()
10006,3000233,fra,TRUE,superadmin,now(),now()
10006,3000234,fra,TRUE,superadmin,now(),now()
10006,3000235,fra,TRUE,superadmin,now(),now()
10006,3000236,fra,TRUE,superadmin,now(),now()
10006,3000237,fra,TRUE,superadmin,now(),now()
10006,3000238,fra,TRUE,superadmin,now(),now()
10006,3000239,fra,TRUE,superadmin,now(),now()
10006,3000240,fra,TRUE,superadmin,now(),now()
10006,3000241,fra,TRUE,superadmin,now(),now()
10006,3000242,fra,TRUE,superadmin,now(),now()
10006,3000243,fra,TRUE,superadmin,now(),now()
10006,3000244,fra,TRUE,superadmin,now(),now()
10006,3000245,fra,TRUE,superadmin,now(),now()
10006,3000246,fra,TRUE,superadmin,now(),now()
10006,3000247,fra,TRUE,superadmin,now(),now()
10006,3000248,fra,TRUE,superadmin,now(),now()
10006,3000249,fra,TRUE,superadmin,now(),now()
10006,3000250,fra,TRUE,superadmin,now(),now()
10006,3000251,fra,TRUE,superadmin,now(),now()
10006,3000252,fra,TRUE,superadmin,now(),now()
10006,3000253,fra,TRUE,superadmin,now(),now()
10006,3000254,fra,TRUE,superadmin,now(),now()
10006,3000255,fra,TRUE,superadmin,now(),now()
10006,3000256,fra,TRUE,superadmin,now(),now()
10006,3000257,fra,TRUE,superadmin,now(),now()
10006,3000258,fra,TRUE,superadmin,now(),now()
10006,3000259,fra,TRUE,superadmin,now(),now()
10006,3000260,fra,TRUE,superadmin,now(),now()
10006,3000261,fra,TRUE,superadmin,now(),now()
10006,3000262,fra,TRUE,superadmin,now(),now()
10006,3000263,fra,TRUE,superadmin,now(),now()
10006,3000264,fra,TRUE,superadmin,now(),now()
10006,3000265,fra,TRUE,superadmin,now(),now()
10006,3000266,fra,TRUE,superadmin,now(),now()
10006,3000267,fra,TRUE,superadmin,now(),now()
10006,3000268,fra,TRUE,superadmin,now(),now()
10006,3000269,fra,TRUE,superadmin,now(),now()
10006,3000270,fra,TRUE,superadmin,now(),now()
10006,3000271,fra,TRUE,superadmin,now(),now()
10006,3000272,fra,TRUE,superadmin,now(),now()
10006,3000273,fra,TRUE,superadmin,now(),now()
10006,3000274,fra,TRUE,superadmin,now(),now()
10006,3000275,fra,TRUE,superadmin,now(),now()
10006,3000276,fra,TRUE,superadmin,now(),now()
10006,3000277,fra,TRUE,superadmin,now(),now()
10006,3000278,fra,TRUE,superadmin,now(),now()
10006,3000279,fra,TRUE,superadmin,now(),now()
10006,3000280,fra,TRUE,superadmin,now(),now()
10006,3000281,fra,TRUE,superadmin,now(),now()
10006,3000282,fra,TRUE,superadmin,now(),now()
10006,3000283,fra,TRUE,superadmin,now(),now()
10006,3000284,fra,TRUE,superadmin,now(),now()
10006,3000285,fra,TRUE,superadmin,now(),now()
10006,3000286,fra,TRUE,superadmin,now(),now()
10006,3000287,fra,TRUE,superadmin,now(),now()
10006,3000288,fra,TRUE,superadmin,now(),now()
10006,3000289,fra,TRUE,superadmin,now(),now()
10006,3000290,fra,TRUE,superadmin,now(),now()
10007,3000291,fra,TRUE,superadmin,now(),now()
10007,3000292,fra,TRUE,superadmin,now(),now()
10007,3000293,fra,TRUE,superadmin,now(),now()
10007,3000294,fra,TRUE,superadmin,now(),now()
10007,3000295,fra,TRUE,superadmin,now(),now()
10007,3000296,fra,TRUE,superadmin,now(),now()
10007,3000297,fra,TRUE,superadmin,now(),now()
10007,3000298,fra,TRUE,superadmin,now(),now()
10007,3000299,fra,TRUE,superadmin,now(),now()
10007,3000300,fra,TRUE,superadmin,now(),now()
10007,3000301,fra,TRUE,superadmin,now(),now()
10007,3000302,fra,TRUE,superadmin,now(),now()
10007,3000303,fra,TRUE,superadmin,now(),now()
10007,3000304,fra,TRUE,superadmin,now(),now()
10007,3000305,fra,TRUE,superadmin,now(),now()
10007,3000306,fra,TRUE,superadmin,now(),now()
10007,3000307,fra,TRUE,superadmin,now(),now()
10007,3000308,fra,TRUE,superadmin,now(),now()
10007,3000309,fra,TRUE,superadmin,now(),now()
10007,3000310,fra,TRUE,superadmin,now(),now()
10008,3000311,fra,TRUE,superadmin,now(),now()
10008,3000312,fra,TRUE,superadmin,now(),now()
10008,3000313,fra,TRUE,superadmin,now(),now()
10008,3000314,fra,TRUE,superadmin,now(),now()
10008,3000315,fra,TRUE,superadmin,now(),now()
10008,3000316,fra,TRUE,superadmin,now(),now()
10008,3000317,fra,TRUE,superadmin,now(),now()
10008,3000318,fra,TRUE,superadmin,now(),now()
10008,3000319,fra,TRUE,superadmin,now(),now()
10008,3000320,fra,TRUE,superadmin,now(),now()
10008,3000321,fra,TRUE,superadmin,now(),now()
10008,3000322,fra,TRUE,superadmin,now(),now()
10008,3000323,fra,TRUE,superadmin,now(),now()
10008,3000324,fra,TRUE,superadmin,now(),now()
10008,3000325,fra,TRUE,superadmin,now(),now()
10008,3000326,fra,TRUE,superadmin,now(),now()
10008,3000327,fra,TRUE,superadmin,now(),now()
10008,3000328,fra,TRUE,superadmin,now(),now()
10008,3000329,fra,TRUE,superadmin,now(),now()
10008,3000330,fra,TRUE,superadmin,now(),now()
10008,3000331,fra,TRUE,superadmin,now(),now()
10008,3000332,fra,TRUE,superadmin,now(),now()
10008,3000333,fra,TRUE,superadmin,now(),now()
10008,3000334,fra,TRUE,superadmin,now(),now()
10008,3000335,fra,TRUE,superadmin,now(),now()
10008,3000336,fra,TRUE,superadmin,now(),now()
10008,3000337,fra,TRUE,superadmin,now(),now()
10008,3000338,fra,TRUE,superadmin,now(),now()
10008,3000339,fra,TRUE,superadmin,now(),now()
10008,3000340,fra,TRUE,superadmin,now(),now()
10008,3000341,fra,TRUE,superadmin,now(),now()
10008,3000342,fra,TRUE,superadmin,now(),now()
10008,3000343,fra,TRUE,superadmin,now(),now()
10008,3000344,fra,TRUE,superadmin,now(),now()
10008,3000345,fra,TRUE,superadmin,now(),now()
10008,3000346,fra,TRUE,superadmin,now(),now()
10008,3000347,fra,TRUE,superadmin,now(),now()
10008,3000348,fra,TRUE,superadmin,now(),now()
10008,3000349,fra,TRUE,superadmin,now(),now()
10008,3000350,fra,TRUE,superadmin,now(),now()
10008,3000351,fra,TRUE,superadmin,now(),now()
10008,3000352,fra,TRUE,superadmin,now(),now()
10008,3000353,fra,TRUE,superadmin,now(),now()
10008,3000354,fra,TRUE,superadmin,now(),now()
10008,3000355,fra,TRUE,superadmin,now(),now()
10008,3000356,fra,TRUE,superadmin,now(),now()
10008,3000357,fra,TRUE,superadmin,now(),now()
10008,3000358,fra,TRUE,superadmin,now(),now()
10008,3000359,fra,TRUE,superadmin,now(),now()
10008,3000360,fra,TRUE,superadmin,now(),now()
10008,3000361,fra,TRUE,superadmin,now(),now()
10008,3000362,fra,TRUE,superadmin,now(),now()
10008,3000363,fra,TRUE,superadmin,now(),now()
10008,3000364,fra,TRUE,superadmin,now(),now()
10008,3000365,fra,TRUE,superadmin,now(),now()
10008,3000366,fra,TRUE,superadmin,now(),now()
10008,3000367,fra,TRUE,superadmin,now(),now()
10008,3000368,fra,TRUE,superadmin,now(),now()
10008,3000369,fra,TRUE,superadmin,now(),now()
10008,3000370,fra,TRUE,superadmin,now(),now()
10008,3000371,fra,TRUE,superadmin,now(),now()
10008,3000372,fra,TRUE,superadmin,now(),now()
10008,3000373,fra,TRUE,superadmin,now(),now()
10008,3000374,fra,TRUE,superadmin,now(),now()
10008,3000375,fra,TRUE,superadmin,now(),now()
10008,3000376,fra,TRUE,superadmin,now(),now()
10008,3000377,fra,TRUE,superadmin,now(),now()
10008,3000378,fra,TRUE,superadmin,now(),now()
10008,3000379,fra,TRUE,superadmin,now(),now()
10008,3000380,fra,TRUE,superadmin,now(),now()
10008,3000381,fra,TRUE,superadmin,now(),now()
10008,3000382,fra,TRUE,superadmin,now(),now()
10008,3000383,fra,TRUE,superadmin,now(),now()
10008,3000384,fra,TRUE,superadmin,now(),now()
10008,3000385,fra,TRUE,superadmin,now(),now()
10008,3000386,fra,TRUE,superadmin,now(),now()
10008,3000387,fra,TRUE,superadmin,now(),now()
10008,3000388,fra,TRUE,superadmin,now(),now()
10008,3000389,fra,TRUE,superadmin,now(),now()
10008,3000390,fra,TRUE,superadmin,now(),now()
10008,3000391,fra,TRUE,superadmin,now(),now()
10008,3000392,fra,TRUE,superadmin,now(),now()
10008,3000393,fra,TRUE,superadmin,now(),now()
10008,3000394,fra,TRUE,superadmin,now(),now()
10008,3000395,fra,TRUE,superadmin,now(),now()
10008,3000396,fra,TRUE,superadmin,now(),now()
10008,3000397,fra,TRUE,superadmin,now(),now()
10008,3000398,fra,TRUE,superadmin,now(),now()
10008,3000399,fra,TRUE,superadmin,now(),now()
10008,3000400,fra,TRUE,superadmin,now(),now()
10008,3000401,fra,TRUE,superadmin,now(),now()
10008,3000402,fra,TRUE,superadmin,now(),now()
10008,3000403,fra,TRUE,superadmin,now(),now()
10008,3000404,fra,TRUE,superadmin,now(),now()
10008,3000405,fra,TRUE,superadmin,now(),now()
10008,3000406,fra,TRUE,superadmin,now(),now()
10008,3000407,fra,TRUE,superadmin,now(),now()
10008,3000408,fra,TRUE,superadmin,now(),now()
10008,3000409,fra,TRUE,superadmin,now(),now()
10008,3000410,fra,TRUE,superadmin,now(),now()
10008,3000411,fra,TRUE,superadmin,now(),now()
10008,3000412,fra,TRUE,superadmin,now(),now()
10008,3000413,fra,TRUE,superadmin,now(),now()
10008,3000414,fra,TRUE,superadmin,now(),now()
10008,3000415,fra,TRUE,superadmin,now(),now()
10008,3000416,fra,TRUE,superadmin,now(),now()
10008,3000417,fra,TRUE,superadmin,now(),now()
10008,3000418,fra,TRUE,superadmin,now(),now()
10008,3000419,fra,TRUE,superadmin,now(),now()
10008,3000420,fra,TRUE,superadmin,now(),now()
10008,3000421,fra,TRUE,superadmin,now(),now()
10008,3000422,fra,TRUE,superadmin,now(),now()
10008,3000423,fra,TRUE,superadmin,now(),now()
10008,3000424,fra,TRUE,superadmin,now(),now()
10008,3000425,fra,TRUE,superadmin,now(),now()
10008,3000426,fra,TRUE,superadmin,now(),now()
10008,3000427,fra,TRUE,superadmin,now(),now()
10008,3000428,fra,TRUE,superadmin,now(),now()
10008,3000429,fra,TRUE,superadmin,now(),now()
10008,3000430,fra,TRUE,superadmin,now(),now()
10008,3000431,fra,TRUE,superadmin,now(),now()
10008,3000432,fra,TRUE,superadmin,now(),now()
10008,3000433,fra,TRUE,superadmin,now(),now()
10008,3000434,fra,TRUE,superadmin,now(),now()
10008,3000435,fra,TRUE,superadmin,now(),now()
10008,3000436,fra,TRUE,superadmin,now(),now()
10008,3000437,fra,TRUE,superadmin,now(),now()
10008,3000438,fra,TRUE,superadmin,now(),now()
10008,3000439,fra,TRUE,superadmin,now(),now()
10008,3000440,fra,TRUE,superadmin,now(),now()
10008,3000441,fra,TRUE,superadmin,now(),now()
10008,3000442,fra,TRUE,superadmin,now(),now()
10008,3000443,fra,TRUE,superadmin,now(),now()
10008,3000444,fra,TRUE,superadmin,now(),now()
10008,3000445,fra,TRUE,superadmin,now(),now()
10008,3000446,fra,TRUE,superadmin,now(),now()
10008,3000447,fra,TRUE,superadmin,now(),now()
10008,3000448,fra,TRUE,superadmin,now(),now()
10008,3000449,fra,TRUE,superadmin,now(),now()
10008,3000450,fra,TRUE,superadmin,now(),now()
10008,3000451,fra,TRUE,superadmin,now(),now()
10008,3000452,fra,TRUE,superadmin,now(),now()
10008,3000453,fra,TRUE,superadmin,now(),now()
10008,3000454,fra,TRUE,superadmin,now(),now()
10008,3000455,fra,TRUE,superadmin,now(),now()
10008,3000456,fra,TRUE,superadmin,now(),now()
10008,3000457,fra,TRUE,superadmin,now(),now()
10008,3000458,fra,TRUE,superadmin,now(),now()
10008,3000459,fra,TRUE,superadmin,now(),now()
10008,3000460,fra,TRUE,superadmin,now(),now()
10008,3000461,fra,TRUE,superadmin,now(),now()
10008,3000462,fra,TRUE,superadmin,now(),now()
10008,3000463,fra,TRUE,superadmin,now(),now()
10008,3000464,fra,TRUE,superadmin,now(),now()
10008,3000465,fra,TRUE,superadmin,now(),now()
10008,3000466,fra,TRUE,superadmin,now(),now()
10008,3000467,fra,TRUE,superadmin,now(),now()
10008,3000468,fra,TRUE,superadmin,now(),now()
10008,3000469,fra,TRUE,superadmin,now(),now()
10008,3000470,fra,TRUE,superadmin,now(),now()
10008,3000471,fra,TRUE,superadmin,now(),now()
10008,3000472,fra,TRUE,superadmin,now(),now()
10008,3000473,fra,TRUE,superadmin,now(),now()
10008,3000474,fra,TRUE,superadmin,now(),now()
10008,3000475,fra,TRUE,superadmin,now(),now()
10008,3000476,fra,TRUE,superadmin,now(),now()
10008,3000477,fra,TRUE,superadmin,now(),now()
10008,3000478,fra,TRUE,superadmin,now(),now()
10008,3000479,fra,TRUE,superadmin,now(),now()
10008,3000480,fra,TRUE,superadmin,now(),now()
10008,3000481,fra,TRUE,superadmin,now(),now()
10008,3000482,fra,TRUE,superadmin,now(),now()
10008,3000483,fra,TRUE,superadmin,now(),now()
10008,3000484,fra,TRUE,superadmin,now(),now()
10008,3000485,fra,TRUE,superadmin,now(),now()
10008,3000486,fra,TRUE,superadmin,now(),now()
10008,3000487,fra,TRUE,superadmin,now(),now()
10008,3000488,fra,TRUE,superadmin,now(),now()
10008,3000489,fra,TRUE,superadmin,now(),now()
10008,3000490,fra,TRUE,superadmin,now(),now()
10008,3000491,fra,TRUE,superadmin,now(),now()
10008,3000492,fra,TRUE,superadmin,now(),now()
10008,3000493,fra,TRUE,superadmin,now(),now()
10008,3000494,fra,TRUE,superadmin,now(),now()
10008,3000495,fra,TRUE,superadmin,now(),now()
10008,3000496,fra,TRUE,superadmin,now(),now()
10008,3000497,fra,TRUE,superadmin,now(),now()
10008,3000498,fra,TRUE,superadmin,now(),now()
10008,3000499,fra,TRUE,superadmin,now(),now()
10008,3000500,fra,TRUE,superadmin,now(),now()
10008,3000501,fra,TRUE,superadmin,now(),now()
10008,3000502,fra,TRUE,superadmin,now(),now()
10008,3000503,fra,TRUE,superadmin,now(),now()
10008,3000504,fra,TRUE,superadmin,now(),now()
10008,3000505,fra,TRUE,superadmin,now(),now()
10008,3000506,fra,TRUE,superadmin,now(),now()
10008,3000507,fra,TRUE,superadmin,now(),now()
10008,3000508,fra,TRUE,superadmin,now(),now()
10008,3000509,fra,TRUE,superadmin,now(),now()
10008,3000510,fra,TRUE,superadmin,now(),now()
